player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type,goals_conceded_per90,projected_points_per_90
Aaron Cresswell,457,1,8,439,6,632.9,2.85,3.21,0.36,32.82,32,0,113.0,411.6,2235,0,0,0,0,0,204687.0,24,81.0,74,457672,564161,3,28,£5.0,£4.7,£-0.3,-106489,24.83333333333333,0.1147651006711409,0.1292617449664429,0.014496644295302,1.3216107382550335,0.0,1.2885906040268458,0.0,0.0402684563758389,0.3221476510067114,Aaron Cresswell,Aaron,Cresswell,£4.7,DEF,1.2885906040268458,3.36076903929237
Aaron Hickey,510,3,2,310,5,119.8,0.58,0.96,0.38,28.13,30,0,44.2,223.6,1918,0,0,0,0,0,33477.0,23,98.0,63,76845,77735,7,26,£5.0,£4.9,£-0.1,-890,21.31111111111111,0.027215849843587,0.0450469238790406,0.0178310740354535,1.319968717413973,0.0,1.407716371220021,0.0,0.140771637122002,0.0938477580813347,Aaron Hickey,Aaron,Hickey,£4.9,DEF,1.407716371220021,3.3291646758438436
Aaron Ramsdale,15,0,9,664,14,0.0,0.02,0.02,0.0,42.31,43,0,76.2,761.4,3420,0,0,0,0,94,1273606.0,38,0.0,143,1794560,2095664,1,38,£5.0,£4.8,£-0.2,-301104,38.0,0.0005263157894736,0.0005263157894736,0.0,1.113421052631579,0.0,1.131578947368421,2.473684210526316,0.0,0.2368421052631578,Aaron Ramsdale,Aaron,Ramsdale,£4.8,GK,1.131578947368421,3.302703584111107
Aaron Wan-Bissaka,341,0,3,308,8,221.9,0.91,2.1,1.1900000000000002,19.17,10,0,65.5,290.4,1432,0,0,0,0,0,81502.0,16,143.0,67,601062,236479,2,19,£4.5,£4.3,£-0.2,364583,15.911111111111111,0.0571927374301675,0.1319832402234637,0.0747905027932961,1.20481843575419,0.0,0.6284916201117319,0.0,0.0,0.1885474860335195,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,£4.3,DEF,0.6284916201117319,3.9764449660394936
Abdoulaye Doucouré,185,2,10,263,4,261.2,1.52,4.13,2.61,32.1,27,5,80.3,315.8,1527,0,0,0,1,0,9925.0,17,229.0,76,40813,36905,6,25,£5.5,£5.3,£-0.2,3908,16.966666666666665,0.0895874263261296,0.243418467583497,0.1538310412573674,1.8919449901768173,0.2946954813359528,1.5913555992141457,0.0,0.1178781925343811,0.5893909626719057,Abdoulaye Doucouré,Abdoulaye,Doucouré,£5.3,MID,1.5913555992141455,3.4325147347740663
Adam Armstrong,408,1,3,161,1,148.8,0.75,2.98,2.23,24.77,24,2,55.6,142.0,1321,0,0,0,0,0,96519.0,14,275.0,54,262428,290974,2,30,£5.5,£5.3,£-0.2,-28546,14.677777777777775,0.0510976532929598,0.2030280090840272,0.1519303557910673,1.6875851627554883,0.1362604087812263,1.635124905374716,0.0,0.0681302043906131,0.2043906131718395,Adam Armstrong,Adam,Armstrong,£5.3,FWD,1.635124905374716,2.7552233156699466
Adam Lallana,101,1,4,146,5,186.7,1.22,2.1,0.88,10.59,10,2,48.5,144.2,717,0,0,0,0,0,12730.0,12,152.0,47,35004,43834,0,16,£5.0,£4.8,£-0.2,-8830,7.966666666666667,0.1531380753138075,0.2635983263598326,0.1104602510460251,1.3292887029288702,0.2510460251046025,1.2552301255230125,0.0,0.1255230125523012,0.502092050209205,Adam Lallana,Adam,Lallana,£4.8,MID,1.2552301255230125,3.321757322175732
Adam Smith,57,1,5,400,7,261.6,1.57,2.0700000000000003,0.5,54.01,58,0,75.7,406.2,2940,0,0,0,0,0,20618.0,34,88.0,74,71422,69103,11,37,£4.5,£4.3,£-0.2,2319,32.666666666666664,0.0480612244897959,0.0633673469387755,0.0153061224489795,1.6533673469387755,0.0,1.7755102040816328,0.0,0.0306122448979591,0.1530612244897959,Adam Smith,Adam,Smith,£4.3,DEF,1.7755102040816328,2.8855311673568083
Adam Webster,108,0,3,405,9,104.0,0.45,2.17,1.72,25.8,27,0,58.4,354.0,1983,1,0,0,0,0,60874.0,23,126.0,75,243821,213381,2,27,£4.5,£4.5,£0.0,30440,22.03333333333333,0.0204236006051437,0.0984871406959152,0.0780635400907715,1.1709531013615733,0.0,1.2254160363086233,0.0,0.0,0.1361573373676248,Adam Webster,Adam,Webster,£4.5,DEF,1.2254160363086233,3.472239586997726
Adama Traoré Diarra,491,4,0,228,2,370.0,3.22,4.6,1.38,29.49,30,2,87.9,253.6,1477,0,0,0,0,0,27132.0,12,258.0,66,75566,70246,2,34,£5.5,£5.3,£-0.2,5320,16.41111111111111,0.1962085308056871,0.2802979011509817,0.0840893703452945,1.7969532836831417,0.1218686526743398,1.828029790115098,0.0,0.2437373053486797,0.0,Adama Traoré Diarra,Adama,Traoré Diarra,£5.3,MID,1.8280297901150981,3.174813811780636
Ainsley Maitland-Niles,21,1,0,202,3,159.20000000000002,0.76,0.78,0.02,22.2,31,0,46.0,280.2,1400,0,0,0,0,0,4889.0,13,23.0,38,5314,9089,3,22,£5.0,£4.8,£-0.2,-3775,15.555555555555555,0.0488571428571428,0.0501428571428571,0.0012857142857142,1.427142857142857,0.0,1.9928571428571429,0.0,0.0642857142857143,0.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,£4.8,MID,1.9928571428571429,2.172928571428571
Albert Sambi Lokonga,18,0,0,129,2,57.2,0.18,0.35,0.17,8.120000000000001,8,0,17.6,98.4,728,0,0,0,0,0,26660.0,8,20.0,23,34413,48310,2,15,£4.5,£4.3,£-0.2,-13897,8.088888888888889,0.0222527472527472,0.0432692307692307,0.0210164835164835,1.003846153846154,0.0,0.989010989010989,0.0,0.0,0.0,Albert Sambi Lokonga,Albert,Sambi Lokonga,£4.3,MID,0.989010989010989,2.08592032967033
Alejandro Garnacho,569,2,0,81,0,58.5,0.95,3.92,2.97,8.02,13,3,47.9,153.79999999999998,557,0,0,0,0,0,61587.0,5,266.0,39,505030,275124,3,19,£4.5,£4.1,£-0.4,229906,6.188888888888889,0.1535008976660682,0.6333931777378815,0.4798922800718133,1.295870736086176,0.4847396768402154,2.1005385996409336,0.0,0.3231597845601436,0.0,Alejandro Garnacho,Alejandro,Garnacho,£4.1,MID,2.1005385996409336,5.126570915619389
Aleksandar Mitrović,210,2,14,324,7,216.5,1.31,16.62,15.31,35.7,30,14,193.1,584.8,2010,0,4,0,0,0,2227874.0,23,1141.0,107,8480425,7579097,7,24,£6.5,£6.6,£0.1,901328,22.33333333333333,0.0586567164179104,0.744179104477612,0.6855223880597016,1.5985074626865674,0.6268656716417911,1.3432835820895523,0.0,0.0895522388059701,0.6268656716417911,Aleksandar Mitrović,Aleksandar,Mitrović,£6.6,FWD,1.3432835820895523,4.847089552238806
Alex Iwobi,186,8,9,563,9,917.7,4.3100000000000005,6.87,2.56,66.42,56,2,196.7,682.4,3379,0,0,0,0,0,119391.0,38,366.0,126,913064,580408,2,38,£5.5,£4.9,£-0.6,332656,37.54444444444445,0.1147972773009766,0.1829831311038769,0.0681858538029002,1.7691032849955608,0.0532701982835158,1.4915655519384434,0.0,0.2130807931340633,0.2397158922758212,Alex Iwobi,Alex,Iwobi,£4.9,MID,1.4915655519384434,2.7954572358685996
Alex McCarthy,401,0,0,83,0,0.0,0.0,0.0,0.0,15.16,17,0,8.4,84.2,540,0,0,0,0,14,18989.0,6,0.0,8,8226,23641,0,6,£4.5,£4.3,£-0.2,-15415,6.0,0.0,0.0,0.0,2.526666666666667,0.0,2.833333333333333,2.333333333333333,0.0,0.0,Alex McCarthy,Alex,McCarthy,£4.3,GK,2.8333333333333335,2.2774829300763852
Alexander Isak,594,2,18,353,4,244.1,1.37,9.48,8.11,18.67,20,10,141.1,475.0,1520,0,0,0,0,0,523679.0,17,693.0,100,4148930,1921838,3,22,£7.0,£7.0,£0.0,2227092,16.88888888888889,0.0811184210526315,0.5613157894736842,0.4801973684210526,1.1054605263157895,0.5921052631578947,1.1842105263157894,0.0,0.1184210526315789,1.0657894736842104,Alexander Isak,Alexander,Isak,£7.0,FWD,1.1842105263157894,4.4439144736842096
Alexandre Moreno Lopera,694,3,5,278,7,321.1,2.57,3.16,0.59,17.83,10,0,72.3,254.4,1325,0,0,0,0,0,142696.0,14,151.0,72,479795,228510,3,19,£4.5,£4.5,£0.0,251285,14.72222222222222,0.174566037735849,0.2146415094339623,0.0400754716981132,1.2110943396226417,0.0,0.679245283018868,0.0,0.2037735849056604,0.339622641509434,Alexandre Moreno Lopera,Alexandre,Moreno Lopera,£4.5,DEF,0.679245283018868,4.29747708497033
Alexis Mac Allister,116,2,18,567,10,729.6,4.27,16.32,12.05,40.48,45,10,217.8,741.0,2882,1,0,0,0,0,662817.0,31,706.0,140,4675372,1746724,8,35,£5.5,£5.6,£0.1,2928648,32.022222222222226,0.1333448993754337,0.5096460791117279,0.3763011797362942,1.26412213740458,0.3122831367106176,1.4052741151977792,0.0,0.0624566273421235,0.5621096460791116,Alexis Mac Allister,Alexis,Mac Allister,£5.6,MID,1.4052741151977792,4.015163081193616
Alisson Ramses Becker,281,1,15,824,14,10.1,0.02,0.02,0.0,50.02,43,0,97.6,966.4,3330,0,0,1,0,107,1662512.0,37,0.0,162,2464617,2276182,1,37,£5.5,£5.5,£0.0,188435,37.0,0.0005405405405405,0.0005405405405405,0.0,1.351891891891892,0.0,1.162162162162162,2.891891891891892,0.027027027027027,0.4054054054054054,Alisson Ramses Becker,Alisson,Ramses Becker,£5.5,GK,1.162162162162162,3.1844701011738366
Allan Saint-Maximin,368,6,4,240,4,344.1,2.59,4.19,1.6,13.91,14,1,98.2,266.4,1109,0,0,0,0,0,452713.0,12,370.0,66,1081082,1495419,1,25,£6.5,£6.1,£-0.4,-414337,12.322222222222225,0.2101893597835888,0.3400360685302073,0.1298467087466185,1.128854824165915,0.0811541929666366,1.1361587015329124,0.0,0.4869251577998196,0.3246167718665464,Allan Saint-Maximin,Allan,Saint-Maximin,£6.1,MID,1.1361587015329124,3.5731740306582505
Amadou Onana,577,3,2,300,9,295.1,1.66,4.61,2.95,47.89,37,1,92.0,347.2,2486,0,0,0,0,0,17932.0,29,280.0,77,73221,62037,9,33,£5.0,£4.7,£-0.3,11184,27.622222222222224,0.060096540627514,0.1668946098149638,0.1067980691874497,1.7337489943684634,0.0362027353177795,1.3395012067578438,0.0,0.1086082059533386,0.0724054706355591,Amadou Onana,Amadou,Onana,£4.7,MID,1.3395012067578438,2.6105591311343517
Andreas Hoelgebaum Pereira,346,10,9,360,8,965.0,4.26,11.42,7.16,47.49,40,4,189.3,440.6,2696,0,0,0,0,0,2139922.0,33,495.0,123,3563426,4435244,8,33,£4.5,£4.3,£-0.2,-871818,29.95555555555556,0.1422106824925816,0.3812314540059347,0.2390207715133531,1.5853486646884274,0.1335311572700296,1.3353115727002969,0.0,0.3338278931750741,0.3004451038575668,Andreas Hoelgebaum Pereira,Andreas,Hoelgebaum Pereira,£4.3,MID,1.3353115727002967,3.64543768545994
Andrew Robertson,284,8,10,633,9,862.1,6.69,7.93,1.24,36.59,34,0,162.3,549.2,2579,0,0,0,0,0,672931.0,29,211.0,121,2157176,2021456,3,34,£7.0,£6.8,£-0.2,135720,28.655555555555555,0.2334625823962776,0.2767351686700271,0.0432725862737495,1.2768902675455605,0.0,1.1865063978286157,0.0,0.2791779759596743,0.3489724699495928,Andrew Robertson,Andrew,Robertson,£6.8,DEF,1.1865063978286157,4.067157033723368
Angelo Ogbonna,456,0,4,217,4,35.2,0.0699999999999999,0.33,0.26,20.42,19,0,27.4,212.8,1234,0,0,0,0,0,8050.0,13,24.0,44,12237,15816,0,16,£4.5,£4.4,£-0.1,-3579,13.71111111111111,0.0051053484602917,0.0240680713128038,0.0189627228525121,1.4893030794165316,0.0,1.3857374392220425,0.0,0.0,0.2917341977309562,Angelo Ogbonna,Angelo,Ogbonna,£4.4,DEF,1.3857374392220423,3.015884284004414
Anthony Gordon,195,0,5,186,4,215.3,1.29,6.02,4.73,25.18,18,4,99.8,265.6,1574,0,0,0,0,0,169962.0,16,517.0,68,653554,738912,7,32,£5.5,£5.1,£-0.4,-85358,17.488888888888887,0.0737611181702668,0.3442185514612452,0.2704574332909784,1.4397712833545109,0.2287166454891995,1.0292249047013975,0.0,0.0,0.2858958068614994,Anthony Gordon,Anthony,Gordon,£5.1,MID,1.0292249047013977,3.358576874205845
Anthony Martial,345,3,4,230,7,179.0,1.46,7.49,6.03,13.57,8,6,85.4,305.20000000000005,970,0,0,0,0,0,214214.0,11,376.0,66,2000456,1693229,0,21,£7.0,£6.3,£-0.7,307227,10.77777777777778,0.1354639175257732,0.6949484536082474,0.5594845360824742,1.2590721649484535,0.556701030927835,0.7422680412371133,0.0,0.2783505154639175,0.3711340206185566,Anthony Martial,Anthony,Martial,£6.3,FWD,0.7422680412371133,4.853092783505154
Antonee Robinson,217,2,5,558,9,417.6,1.6800000000000002,1.75,0.07,55.11,44,0,102.9,553.0,3088,0,0,0,0,0,33469.0,35,57.0,93,153893,104479,8,35,£4.5,£4.4,£-0.1,49414,34.31111111111111,0.0489637305699481,0.0510038860103626,0.0020401554404145,1.606185233160622,0.0,1.2823834196891193,0.0,0.0582901554404145,0.1457253886010363,Antonee Robinson,Antonee,Robinson,£4.4,DEF,1.2823834196891193,3.1230553052701833
Antony Matheus dos Santos,609,2,4,262,12,421.0,2.42,9.07,6.65,25.37,21,4,137.1,322.0,1803,0,0,0,0,0,477169.0,23,633.0,82,1575700,1535711,5,25,£7.5,£7.3,£-0.2,39989,20.03333333333333,0.1207986688851913,0.4527454242928452,0.3319467554076539,1.2663893510815307,0.1996672212978369,1.048252911813644,0.0,0.0998336106489184,0.1996672212978369,Antony Matheus dos Santos,Antony Matheus,dos Santos,£7.3,MID,1.0482529118136439,3.6599833610648917
Armel Bella-Kotchap,423,2,5,345,3,76.4,0.44,1.49,1.05,35.93,39,0,60.6,422.4,1881,0,0,0,0,0,18142.0,24,105.0,49,51125,50263,4,24,£4.5,£4.5,£0.0,862,20.9,0.0210526315789473,0.0712918660287081,0.0502392344497607,1.7191387559808613,0.0,1.866028708133972,0.0,0.0956937799043062,0.2392344497607655,Armel Bella-Kotchap,Armel,Bella-Kotchap,£4.5,DEF,1.8660287081339715,2.9937520862028673
Ashley Young,538,0,8,388,9,223.4,0.78,1.24,0.46,31.81,28,1,68.7,380.2,2031,0,0,0,0,0,75456.0,23,81.0,87,267562,208712,7,29,£4.5,£4.3,£-0.2,58850,22.566666666666663,0.0345642540620384,0.0549483013293943,0.0203840472673559,1.4096011816838996,0.0443131462333825,1.240768094534712,0.0,0.0,0.3545051698670605,Ashley Young,Ashley,Young,£4.3,DEF,1.240768094534712,3.312743362055641
Aymeric Laporte,309,0,3,210,4,107.8,0.44,0.93,0.49,11.77,10,0,34.1,166.2,992,0,0,0,0,0,50190.0,11,68.0,40,136927,148692,0,12,£6.0,£5.6,£-0.4,-11765,11.022222222222222,0.0399193548387096,0.084375,0.0444556451612903,1.067842741935484,0.0,0.907258064516129,0.0,0.0,0.2721774193548387,Aymeric Laporte,Aymeric,Laporte,£5.6,DEF,0.907258064516129,3.6880033837915795
Ben Chilwell,139,3,4,302,4,382.6,2.49,4.06,1.57,18.25,19,2,84.2,283.4,1402,0,0,0,0,0,457443.0,15,178.0,70,1958708,1662987,3,23,£6.0,£5.6,£-0.4,295721,15.577777777777778,0.1598430813124108,0.2606276747503566,0.1007845934379458,1.171540656205421,0.1283880171184022,1.2196861626248217,0.0,0.1925820256776034,0.2567760342368045,Ben Chilwell,Ben,Chilwell,£5.6,DEF,1.2196861626248217,4.4265794449432345
Ben Davies,432,3,3,470,9,276.9,1.47,2.48,1.01,26.59,33,2,85.8,407.8,2284,0,0,0,0,0,126080.0,26,172.0,99,384209,385022,4,31,£5.0,£4.7,£-0.3,-813,25.377777777777776,0.0579246935201401,0.097723292469352,0.0397985989492119,1.0477670753064798,0.0788091068301226,1.300350262697023,0.0,0.1182136602451839,0.1182136602451839,Ben Davies,Ben,Davies,£4.0,DEF,1.300350262697023,3.8663433656208004
Ben Davies,432,3,3,470,9,276.9,1.47,2.48,1.01,26.59,33,2,85.8,407.8,2284,0,0,0,0,0,126080.0,26,172.0,99,384209,385022,4,31,£5.0,£4.7,£-0.3,-813,25.377777777777776,0.0579246935201401,0.097723292469352,0.0397985989492119,1.0477670753064798,0.0788091068301226,1.300350262697023,0.0,0.1182136602451839,0.1182136602451839,Ben Davies,Ben,Davies,£4.7,DEF,1.300350262697023,3.8663433656208004
Ben Godfrey,193,1,0,101,1,42.3,0.08,1.32,1.24,18.17,18,0,23.6,146.8,801,0,0,0,0,0,5828.0,10,46.0,18,8505,17477,2,13,£4.5,£4.3,£-0.2,-8972,8.9,0.0089887640449438,0.148314606741573,0.1393258426966292,2.041573033707865,0.0,2.02247191011236,0.0,0.1123595505617977,0.0,Ben Godfrey,Ben,Godfrey,£4.3,DEF,2.0224719101123596,3.1243045795369366
Ben Johnson,471,0,1,164,2,76.8,0.4,0.46,0.06,15.66,13,0,25.9,161.6,860,0,0,0,0,0,7692.0,9,20.0,29,7881,13691,0,17,£4.5,£4.4,£-0.1,-5810,9.555555555555555,0.041860465116279,0.0481395348837209,0.0062790697674418,1.6388372093023256,0.0,1.3604651162790695,0.0,0.0,0.1046511627906976,Ben Johnson,Ben,Johnson,£4.4,DEF,1.3604651162790697,2.983122225526219
Ben Mee,526,2,11,643,12,92.0,0.74,3.93,3.19,46.31,40,3,116.3,761.4,3269,0,0,0,0,0,1123918.0,37,307.0,143,4012888,2058139,2,37,£4.5,£4.8,£0.3,1954749,36.32222222222222,0.0203732028143163,0.1081982257571122,0.0878250229427959,1.274977057204038,0.0825940654634444,1.1012542061792596,0.0,0.0550627103089629,0.3028449066992964,Ben Mee,Ben,Mee,£4.8,DEF,1.1012542061792596,3.848193606203343
Benjamin White,10,5,12,734,15,491.2,3.6,4.8500000000000005,1.25,37.23,35,2,130.0,649.0,3054,0,0,0,0,0,1228300.0,36,159.0,156,3356427,2290879,5,38,£4.5,£5.0,£0.5,1065548,33.93333333333333,0.106090373280943,0.1429273084479371,0.0368369351669941,1.0971512770137524,0.0589390962671905,1.031434184675835,0.0,0.1473477406679764,0.3536345776031434,Benjamin White,Benjamin,White,£5.0,DEF,1.031434184675835,4.048117278813008
Benoît Badiashile,689,0,2,209,4,49.1,0.2,1.46,1.26,12.31,9,1,35.1,219.8,904,0,0,0,0,0,63219.0,10,81.0,40,213437,175889,2,11,£5.0,£5.0,£0.0,37548,10.044444444444444,0.0199115044247787,0.1453539823008849,0.1254424778761061,1.2255530973451327,0.0995575221238938,0.8960176991150443,0.0,0.0,0.1991150442477876,Benoît Badiashile,Benoît,Badiashile,£5.0,DEF,0.8960176991150443,4.108441735079404
Bernardo Veiga de Carvalho e Silva,311,6,9,427,7,515.0,3.83,5.92,2.09,23.24,24,4,143.1,492.0,2196,0,0,0,0,0,770933.0,24,424.0,106,2008156,2006760,5,34,£7.0,£6.7,£-0.3,1396,24.4,0.1569672131147541,0.2426229508196721,0.085655737704918,0.9524590163934428,0.1639344262295082,0.9836065573770492,0.0,0.2459016393442623,0.3688524590163934,Bernardo Veiga de Carvalho e Silva,Bernardo,Veiga de Carvalho e Silva,£6.7,MID,0.9836065573770493,3.2282786885245898
Bernd Leno,2,0,17,766,8,10.0,0.0,0.0,0.0,62.75,51,0,112.7,1115.8,3240,0,0,1,0,144,268813.0,36,0.0,142,706437,467678,3,36,£4.5,£4.6,£0.1,238759,36.0,0.0,0.0,0.0,1.7430555555555556,0.0,1.4166666666666667,4.0,0.0,0.4722222222222222,Bernd Leno,Bernd,Leno,£4.6,GK,1.4166666666666667,2.8350119628991846
Billy Gilmour,149,1,0,105,2,56.5,0.8,1.3,0.5,9.35,8,0,15.8,67.60000000000001,502,0,0,0,0,0,48079.0,7,33.0,21,75239,95951,1,14,£4.5,£4.2,£-0.3,-20712,5.5777777777777775,0.1434262948207171,0.2330677290836653,0.0896414342629482,1.6762948207171315,0.0,1.4342629482071714,0.0,0.1792828685258964,0.0,Billy Gilmour,Billy,Gilmour,£4.2,MID,1.4342629482071714,2.708167330677291
Bobby De Cordova-Reid,205,1,3,289,8,326.6,1.49,5.4,3.91,46.78,40,4,119.7,365.2,2473,0,0,0,0,0,16952.0,29,508.0,90,86997,75438,8,36,£5.5,£5.4,£-0.1,11559,27.47777777777777,0.0542256368782854,0.1965224423776789,0.1422968054993934,1.7024666397088557,0.1455721795390214,1.4557217953902144,0.0,0.0363930448847553,0.109179134654266,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,£5.4,MID,1.4557217953902144,2.8556004852405983
Boubacar Kamara,53,1,0,235,3,123.4,0.92,1.07,0.15,33.05,30,0,43.9,275.8,1773,0,0,0,0,0,11383.0,21,39.0,44,12546,24113,4,24,£5.0,£4.8,£-0.2,-11567,19.7,0.0467005076142132,0.0543147208121827,0.0076142131979695,1.677664974619289,0.0,1.5228426395939088,0.0,0.0507614213197969,0.0,Boubacar Kamara,Boubacar,Kamara,£4.8,MID,1.5228426395939088,2.165228426395939
Boubakary Soumaré,269,0,0,238,6,148.70000000000002,0.47,0.5,0.03,34.51,30,0,39.2,236.6,1624,0,0,0,0,0,46234.0,20,5.0,41,64020,87339,9,26,£4.5,£4.4,£-0.1,-23319,18.044444444444444,0.0260467980295566,0.0277093596059113,0.0016625615763546,1.9125,0.0,1.6625615763546795,0.0,0.0,0.0,Boubakary Soumaré,Boubakary,Soumaré,£4.4,MID,1.6625615763546797,2.0432266009852214
Brenden Aaronson,246,4,0,232,5,662.6,2.51,6.49,3.98,48.74,58,1,141.1,306.0,2365,0,0,0,0,0,96932.0,28,439.0,83,230800,245159,2,36,£5.5,£5.3,£-0.2,-14359,26.27777777777778,0.0955179704016913,0.2469767441860465,0.1514587737843551,1.854799154334038,0.0380549682875264,2.207188160676533,0.0,0.1522198731501057,0.0,Brenden Aaronson,Brenden,Aaronson,£5.3,MID,2.207188160676533,2.845391120507399
Brennan Johnson,394,5,15,384,7,373.6,2.0,10.39,8.39,53.79,54,8,157.4,478.2,2930,0,2,0,0,0,171956.0,33,729.0,122,666539,710370,6,38,£6.0,£5.5,£-0.5,-43831,32.55555555555556,0.0614334470989761,0.3191467576791809,0.2577133105802048,1.6522525597269624,0.2457337883959044,1.658703071672355,0.0,0.1535836177474402,0.4607508532423208,Brennan Johnson,Brennan,Johnson,£5.5,FWD,1.658703071672355,3.3294197952218427
Bruno Borges Fernandes,333,9,23,748,18,1532.3,10.7,20.03,9.33,49.13,39,8,343.1,948.0,3317,0,0,0,0,0,715251.0,37,948.0,176,6111191,2085504,6,37,£10.0,£9.5,£-0.5,4025687,36.855555555555554,0.2903225806451612,0.5434730177871571,0.2531504371419958,1.3330419053361473,0.2170636116973168,1.0581851070244197,0.0,0.2441965631594814,0.624057883629786,Bruno Borges Fernandes,Bruno,Borges Fernandes,£9.5,MID,1.0581851070244197,3.9773138378052457
Bruno Guimarães Rodriguez Moura,374,5,5,438,12,631.8,3.72,6.54,2.82,29.82,25,4,153.6,617.6,2727,0,0,0,0,0,414717.0,32,284.0,107,866020,1453094,7,32,£6.0,£5.5,£-0.5,-587074,30.3,0.1227722772277227,0.2158415841584158,0.093069306930693,0.984158415841584,0.132013201320132,0.8250825082508251,0.0,0.165016501650165,0.165016501650165,Bruno Guimarães Rodriguez Moura,Bruno,Guimarães Rodriguez Moura,£5.5,MID,0.8250825082508251,2.994389438943894
Bryan Mbeumo,95,9,19,556,10,766.3,5.53,15.01,9.48,41.96,39,9,229.3,662.4,2905,0,0,0,0,0,323622.0,36,866.0,150,1609202,1357945,5,38,£6.0,£5.7,£-0.3,251257,32.27777777777778,0.1713253012048192,0.465025817555938,0.2937005163511187,1.2999655765920826,0.2788296041308089,1.2082616179001722,0.0,0.2788296041308089,0.5886402753872634,Bryan Mbeumo,Bryan,Mbeumo,£5.7,FWD,1.2082616179001722,3.8202925989672973
Bukayo Saka,13,12,19,678,12,1091.8,5.97,17.46,11.49,39.66,42,14,322.8,972.2,3183,0,1,0,0,0,2823976.0,37,1164.0,202,7001846,5528928,6,38,£8.0,£8.0,£0.0,1472918,35.36666666666667,0.1688030160226201,0.4936852026390198,0.3248821866163996,1.1213949104618284,0.3958529688972667,1.1875589066918002,0.0,0.3393025447690858,0.5372290292177191,Bukayo Saka,Bukayo,Saka,£8.0,MID,1.1875589066918002,4.563996229971725
Callum Wilson,356,6,20,526,10,271.0,2.11,18.54,16.43,21.93,16,18,200.4,720.0,1870,0,0,0,0,0,563508.0,21,1020.0,157,5180281,2826304,4,31,£7.5,£7.3,£-0.2,2353977,20.77777777777778,0.1015508021390374,0.8922994652406416,0.7907486631016042,1.0554545454545454,0.8663101604278075,0.7700534759358288,0.0,0.2887700534759358,0.962566844919786,Callum Wilson,Callum,Wilson,£7.3,FWD,0.7700534759358288,5.899598930481284
Carlos Alcaraz,693,2,4,155,0,64.4,0.71,2.47,1.76,22.83,25,4,45.1,199.0,1024,0,0,0,0,0,2469.0,13,190.0,55,13216,9204,3,18,£5.0,£5.0,£0.0,4012,11.377777777777778,0.0624023437499999,0.21708984375,0.1546875,2.00654296875,0.3515625,2.197265625,0.0,0.17578125,0.3515625,Carlos Alcaraz,Carlos,Alcaraz,£5.0,MID,2.197265625,3.622900390625
Carlos Henrique Casimiro,593,3,10,389,10,393.0,3.82,7.31,3.49,29.3,22,4,131.1,638.6,2122,0,0,0,2,0,223782.0,24,278.0,87,989855,559152,7,28,£5.0,£4.9,£-0.1,430703,23.57777777777778,0.1620169651272384,0.3100377002827521,0.1480207351555136,1.2426955702167766,0.1696512723845428,0.9330819981149858,0.0,0.1272384542884071,0.4241281809613572,Carlos Henrique Casimiro,Carlos Henrique,Casimiro,£4.9,MID,0.9330819981149858,3.228063147973609
Carlos Vinícius Alves Morais,618,2,10,206,1,118.3,0.72,3.76,3.04,24.8,20,5,72.7,244.0,1098,0,0,0,0,0,19680.0,11,370.0,72,125766,79042,3,28,£5.5,£5.4,£-0.1,46724,12.2,0.0590163934426229,0.3081967213114754,0.2491803278688524,2.0327868852459017,0.4098360655737705,1.639344262295082,0.0,0.1639344262295082,0.819672131147541,Carlos Vinícius Alves Morais,Carlos Vinícius,Alves Morais,£5.4,FWD,1.639344262295082,3.6524590163934425
Che Adams,411,5,9,262,4,336.4,2.19,8.67,6.48,34.19,41,5,124.6,340.4,1987,0,0,0,0,0,119546.0,23,583.0,94,546363,553952,1,28,£6.5,£6.0,£-0.5,-7589,22.07777777777778,0.0991947659788625,0.3927025666834423,0.2935078007045797,1.5486160040261698,0.2264720684448918,1.8570709612481129,0.0,0.2264720684448918,0.4076497232008052,Che Adams,Che,Adams,£6.0,FWD,1.8570709612481127,3.528459989934574
Cheick Doucouré,514,3,3,411,7,345.8,1.22,2.67,1.45,40.18,41,0,97.6,471.4,2770,0,0,0,1,0,12803.0,34,157.0,74,22173,27360,8,34,£5.0,£5.0,£0.0,-5187,30.77777777777778,0.039638989169675,0.0867509025270758,0.0471119133574007,1.3054873646209386,0.0,1.332129963898917,0.0,0.0974729241877256,0.0974729241877256,Cheick Doucouré,Cheick,Doucouré,£5.0,MID,1.332129963898917,2.3234476534296027
